Age,Status,Education,Years,Profession,Capitalgains,Capitalloss,Native,Zodiak
91,?,7th-8th,15,Prof-specialty,297517,163294,China,Taurus
35,Private,HS-grad,9,Sales,4787,0,United-States,Pisces
76,?,10th,6,?,1173,0,United-States,Leo
47,Private,HS-grad,9,Machine-op-inspct,0,0,United-States,Aquarius
32,Private,Bachelors,13,Craft-repair,0,0,United-States,Virgo
39,Private,HS-grad,9,Machine-op-inspct,2176,0,United-States,Virgo
23,Private,Some-college,10,Sales,0,0,United-States,Scorpio
25,Private,Assoc-voc,11,Adm-clerical,0,0,United-States,Capricorn
32,Private,Some-college,10,Adm-clerical,0,0,United-States,Cancer
32,Private,10th,6,Craft-repair,0,0,United-States,Leo
66,?,HS-grad,9,?,0,0,United-States,Capricorn
25,Private,Assoc-acdm,12,Sales,0,0,Peru,Virgo
38,State-gov,Masters,14,Adm-clerical,0,0,United-States,Taurus
50,Self-emp-not-inc,HS-grad,9,Exec-managerial,0,0,South,Capricorn
23,Private,HS-grad,9,Sales,0,0,Jamaica,Gemini
38,?,HS-grad,9,?,0,0,United-States,Scorpio
37,Private,HS-grad,9,Adm-clerical,297923,0,Mexico,Pisces
28,Private,HS-grad,9,Other-service,0,0,United-States,Libra
39,Private,HS-grad,9,Craft-repair,0,0,United-States,Libra
56,Federal-gov,Bachelors,13,Exec-managerial,7688,0,United-States,Taurus
26,Private,Bachelors,13,Farming-fishing,0,0,United-States,Capricorn
29,Private,Some-college,10,Transport-moving,0,0,United-States,Aquarius
33,Private,Masters,14,Adm-clerical,0,0,United-States,Pisces
21,?,Some-college,10,?,0,0,United-States,Gemini
51,Private,Some-college,10,Machine-op-inspct,7298,0,United-States,Gemini
51,Private,Bachelors,13,Sales,0,1564,United-States,Capricorn
48,Private,Bachelors,13,Exec-managerial,0,0,United-States,Scorpio
69,Self-emp-inc,HS-grad,9,Other-service,0,0,United-States,Sagittarius
69,?,Assoc-voc,11,?,0,0,United-States,Aquarius
41,Private,HS-grad,9,Sales,0,0,United-States,Scorpio
61,?,10th,6,?,0,0,United-States,Scorpio
38,Private,Bachelors,13,Sales,283187,0,United-States,Virgo
27,Local-gov,HS-grad,9,Protective-serv,0,0,United-States,Leo
61,Private,HS-grad,9,Sales,0,0,United-States,Taurus
30,Private,Assoc-voc,11,Prof-specialty,0,0,United-States,Pisces
32,Private,Bachelors,13,Sales,0,0,Puerto-Rico,Cancer
63,Self-emp-inc,Assoc-acdm,12,Sales,0,0,United-States,Sagittarius
23,Private,11th,7,Handlers-cleaners,0,0,United-States,Pisces
25,Private,Masters,14,Prof-specialty,0,0,United-States,Virgo
41,Private,9th,5,Other-service,0,0,Outlying-US(Guam-USV,Taurus
40,Private,Bachelors,13,Exec-managerial,0,0,United-States,Cancer
54,?,HS-grad,9,?,2635,0,United-States,Leo
29,Private,HS-grad,9,Machine-op-inspct,0,0,United-States,Capricorn
39,Private,Bachelors,13,Prof-specialty,5013,0,United-States,Scorpio
32,Private,Assoc-acdm,12,Machine-op-inspct,0,12818,United-States,Libra
58,Self-emp-inc,Bachelors,13,Exec-managerial,224859,0,United-States,Gemini
40,Private,HS-grad,9,Machine-op-inspct,0,0,Mexico,Cancer
50,Private,HS-grad,9,Adm-clerical,273553,0,United-States,Pisces
61,Self-emp-not-inc,HS-grad,9,Farming-fishing,0,2352,United-States,Aquarius
57,Private,Assoc-voc,11,Craft-repair,0,0,United-States,Leo
46,Self-emp-inc,HS-grad,9,Protective-serv,0,0,United-States,Leo
35,Private,Masters,14,Exec-managerial,0,0,United-States,Scorpio
45,Self-emp-not-inc,7th-8th,4,Exec-managerial,0,0,United-States,Sagittarius
29,Private,HS-grad,9,Other-service,0,0,United-States,Scorpio
42,Private,HS-grad,9,Craft-repair,264188,0,United-States,Taurus
22,Private,9th,5,Sales,0,0,United-States,Capricorn
31,Private,1st-4th,2,Machine-op-inspct,0,0,Mexico,Sagittarius
21,Private,Some-college,10,Other-service,0,0,United-States,Capricorn
23,Private,HS-grad,9,Craft-repair,0,0,United-States,Libra
33,Self-emp-not-inc,Some-college,10,Other-service,0,0,United-States,Aquarius
40,Private,Bachelors,13,Prof-specialty,4650,0,United-States,Leo
45,Private,Bachelors,13,Craft-repair,7298,0,United-States,Taurus
42,Private,7th-8th,4,Sales,0,0,United-States,Virgo
29,Private,Bachelors,13,Adm-clerical,0,13708,United-States,Taurus
33,Private,HS-grad,9,Other-service,0,0,United-States,Taurus
31,Self-emp-not-inc,Bachelors,13,Tech-support,0,0,United-States,Taurus
38,Private,5th-6th,3,Sales,0,0,Mexico,Libra
37,Private,Bachelors,13,Exec-managerial,0,0,United-States,Libra
40,Private,Assoc-voc,11,Prof-specialty,0,10321,United-States,Capricorn
44,Local-gov,Masters,14,Prof-specialty,0,1876,United-States,Cancer
44,Private,Bachelors,13,Exec-managerial,260536,0,United-States,Aquarius
51,Private,HS-grad,9,Other-service,0,0,Haiti,Capricorn
23,Federal-gov,Bachelors,13,Prof-specialty,0,0,United-States,Gemini
30,Private,Some-college,10,Craft-repair,0,0,United-States,Taurus
32,Private,Some-college,10,Craft-repair,4650,0,United-States,Libra
39,Self-emp-not-inc,Some-college,10,Craft-repair,0,0,United-States,Cancer
28,Private,HS-grad,9,Craft-repair,0,0,Poland,Leo
26,Private,Bachelors,13,Craft-repair,0,0,United-States,Libra
61,Self-emp-not-inc,Some-college,10,Adm-clerical,0,0,United-States,Scorpio
34,Private,Bachelors,13,Exec-managerial,0,0,United-States,Capricorn
23,Private,HS-grad,9,Transport-moving,0,0,United-States,Sagittarius
25,State-gov,HS-grad,9,Prof-specialty,0,0,United-States,Cancer
43,Private,Bachelors,13,Sales,0,0,United-States,Capricorn
90,Private,HS-grad,9,Adm-clerical,0,0,United-States,Virgo
40,Private,HS-grad,9,Craft-repair,0,0,United-States,Leo
38,Private,Bachelors,13,Prof-specialty,0,0,United-States,Gemini
33,Private,Some-college,10,Craft-repair,0,0,United-States,Aquarius
30,State-gov,HS-grad,9,Other-service,228065,0,United-States,Libra
52,Private,Bachelors,13,Exec-managerial,248813,0,United-States,Virgo
48,Private,HS-grad,9,Adm-clerical,914,0,United-States,Pisces
34,Private,HS-grad,9,Other-service,0,0,United-States,Pisces
21,Private,Some-college,10,Sales,0,0,United-States,Cancer
23,Private,9th,5,Other-service,0,0,United-States,Libra
47,?,Bachelors,13,?,0,0,United-States,Gemini
40,Private,Bachelors,13,Other-service,0,0,?,Cancer
51,Private,7th-8th,4,Machine-op-inspct,0,0,United-States,Gemini
46,Private,Bachelors,13,Prof-specialty,0,0,United-States,Capricorn
58,Private,HS-grad,9,Transport-moving,0,0,United-States,Libra
21,Private,Some-college,10,Other-service,0,0,United-States,Gemini
30,Private,HS-grad,9,Transport-moving,0,0,United-States,Leo
23,Private,Bachelors,13,Adm-clerical,0,0,United-States,Capricorn
29,Private,Bachelors,13,Sales,0,0,United-States,Capricorn
37,Self-emp-not-inc,11th,7,Farming-fishing,0,0,United-States,Sagittarius
35,?,HS-grad,9,?,0,0,United-States,Aquarius
24,Private,Some-college,10,Craft-repair,0,0,United-States,Gemini
52,State-gov,HS-grad,9,Adm-clerical,0,0,England,Cancer
79,Self-emp-inc,Bachelors,13,Sales,0,0,United-States,Scorpio
46,Private,5th-6th,3,Machine-op-inspct,0,0,Mexico,Aquarius
29,Private,HS-grad,9,Craft-repair,0,0,United-States,Cancer
70,Private,Some-college,10,Other-service,0,0,United-States,Capricorn
36,Self-emp-not-inc,Doctorate,16,Prof-specialty,0,0,?,Taurus
60,Federal-gov,Some-college,10,Tech-support,0,0,United-States,Scorpio
37,State-gov,Bachelors,13,Prof-specialty,0,0,United-States,Taurus
65,Local-gov,12th,8,Exec-managerial,2009,0,United-States,Sagittarius
34,Private,Assoc-acdm,12,Sales,0,0,United-States,Sagittarius
69,Self-emp-not-inc,Some-college,10,Other-service,0,0,United-States,Aquarius
35,Federal-gov,Bachelors,13,Exec-managerial,0,0,United-States,Scorpio
79,?,Prof-school,15,?,0,0,United-States,Gemini
23,Private,Assoc-acdm,12,Other-service,0,0,United-States,Leo
34,State-gov,Bachelors,13,Prof-specialty,0,0,United-States,Libra
44,Local-gov,12th,8,Craft-repair,0,0,United-States,Cancer
63,?,Masters,10,Exec-managerial,219566,98972,Portugal,Sagittarius
21,Private,Some-college,10,Sales,0,0,United-States,Scorpio
32,Private,HS-grad,9,Machine-op-inspct,240980,0,United-States,Leo
38,Private,Some-college,10,Exec-managerial,0,0,United-States,Capricorn
47,Federal-gov,Some-college,10,Adm-clerical,0,0,United-States,Leo
31,Private,HS-grad,9,Craft-repair,0,0,United-States,Leo
36,Private,HS-grad,9,Sales,0,0,United-States,Libra
52,Self-emp-inc,Prof-school,15,Prof-specialty,99999,0,United-States,Capricorn
55,Private,HS-grad,9,Sales,0,0,United-States,Pisces
35,Private,HS-grad,9,Adm-clerical,8614,0,United-States,Taurus
39,Federal-gov,Bachelors,13,Exec-managerial,0,0,United-States,Leo
61,Self-emp-inc,Some-college,10,Sales,7688,0,United-States,Gemini
23,Private,Some-college,10,Sales,0,0,United-States,Gemini
36,Private,11th,7,Craft-repair,0,0,United-States,Sagittarius
43,Private,HS-grad,9,Handlers-cleaners,210057,0,United-States,Cancer
65,State-gov,7th-8th,4,Other-service,0,0,United-States,Sagittarius
24,Private,HS-grad,9,Exec-managerial,0,0,United-States,Gemini
53,Local-gov,Masters,14,Prof-specialty,0,1977,United-States,Sagittarius
40,Private,Bachelors,13,Adm-clerical,0,0,United-States,Aquarius
35,Private,Bachelors,13,Sales,0,0,United-States,Libra
45,Private,Assoc-voc,11,Handlers-cleaners,257403,0,United-States,Virgo
21,Private,HS-grad,9,Machine-op-inspct,0,0,United-States,Libra
65,Private,HS-grad,9,Sales,237427,0,United-States,Pisces
25,Private,HS-grad,9,Adm-clerical,0,0,United-States,Sagittarius
35,Private,HS-grad,9,Other-service,0,0,United-States,Libra
48,Private,9th,5,Machine-op-inspct,0,0,China,Capricorn
55,Self-emp-not-inc,HS-grad,9,Craft-repair,0,0,United-States,Scorpio
56,?,Some-college,10,?,0,0,United-States,Sagittarius
50,Private,Bachelors,13,Tech-support,0,0,United-States,Scorpio
35,?,HS-grad,9,?,0,0,United-States,Gemini
59,Federal-gov,HS-grad,9,Sales,0,0,Germany,Aquarius
25,?,Some-college,10,?,0,0,?,Cancer
56,Private,Some-college,10,Transport-moving,0,0,United-States,Leo
46,Private,Assoc-voc,11,Adm-clerical,0,0,United-States,Libra
30,Private,Assoc-acdm,12,Prof-specialty,0,0,United-States,Aquarius
30,Private,Some-college,10,Adm-clerical,0,0,United-States,Aquarius
21,?,Some-college,10,?,0,0,United-States,Libra
43,Private,HS-grad,9,Machine-op-inspct,0,0,United-States,Pisces
55,Private,Bachelors,13,Craft-repair,0,0,?,Sagittarius
41,Self-emp-not-inc,Some-college,10,Craft-repair,0,2001,United-States,Libra
45,Private,Bachelors,13,Exec-managerial,0,0,China,Virgo
32,Private,Assoc-acdm,12,Prof-specialty,0,0,United-States,Sagittarius
31,?,HS-grad,9,?,0,0,Philippines,Capricorn
27,Private,Bachelors,13,Prof-specialty,254484,0,United-States,Taurus
25,Private,Some-college,10,Sales,0,0,United-States,Capricorn
30,Private,Some-college,10,Transport-moving,0,0,United-States,Leo
50,Private,Bachelors,13,Farming-fishing,0,0,United-States,Libra
41,Private,HS-grad,9,Priv-house-serv,0,0,Guatemala,Libra
51,Private,HS-grad,9,Transport-moving,0,0,United-States,Libra
51,Private,Bachelors,13,Adm-clerical,7688,0,United-States,Pisces
23,Private,5th-6th,3,Other-service,0,0,Mexico,Capricorn
46,Local-gov,Masters,14,Prof-specialty,0,0,United-States,Pisces
49,Self-emp-not-inc,9th,5,Craft-repair,0,0,Canada,Taurus
22,Private,Bachelors,13,Adm-clerical,0,11062,United-States,Libra
25,Self-emp-not-inc,HS-grad,9,Farming-fishing,0,0,United-States,Aquarius
37,Self-emp-not-inc,Bachelors,13,Sales,3137,0,Vietnam,Cancer
21,Private,HS-grad,9,Machine-op-inspct,0,0,United-States,Taurus
40,State-gov,Some-college,10,Adm-clerical,0,0,United-States,Aquarius
55,Private,9th,5,Farming-fishing,0,0,United-States,Pisces
33,State-gov,Some-college,10,Tech-support,0,0,United-States,Gemini
49,Private,HS-grad,9,Craft-repair,0,0,United-States,Aquarius
45,Private,HS-grad,9,Tech-support,0,0,United-States,Capricorn
42,Private,HS-grad,9,Machine-op-inspct,0,0,United-States,Pisces
42,Private,Some-college,10,Machine-op-inspct,0,0,United-States,Taurus
37,Private,Assoc-voc,11,Craft-repair,0,1887,United-States,Leo
24,Private,Bachelors,13,Tech-support,0,10646,United-States,Sagittarius
46,Private,HS-grad,9,Handlers-cleaners,0,0,United-States,Scorpio
32,Private,Some-college,10,Craft-repair,0,0,United-States,Scorpio
46,Federal-gov,Some-college,10,Tech-support,0,0,United-States,Capricorn
45,Private,Some-college,10,Handlers-cleaners,0,0,Germany,Gemini
50,Private,7th-8th,4,Craft-repair,0,0,United-States,Aquarius
29,Private,Bachelors,13,Tech-support,0,0,United-States,Gemini
41,Self-emp-not-inc,Assoc-voc,11,Farming-fishing,0,10272,United-States,Capricorn
23,Private,12th,8,Craft-repair,207172,0,United-States,Virgo
35,Private,HS-grad,9,Transport-moving,0,0,United-States,Gemini
29,?,HS-grad,9,?,0,0,United-States,Taurus
22,Private,HS-grad,9,Sales,218280,0,United-States,Cancer
33,Private,12th,8,Machine-op-inspct,261056,0,United-States,Cancer
35,Self-emp-inc,HS-grad,9,Sales,0,0,United-States,Scorpio
57,Private,Doctorate,16,Prof-specialty,0,0,Taiwan,Taurus
58,Self-emp-inc,Some-college,10,Exec-managerial,7298,0,United-States,Taurus
37,Local-gov,Assoc-voc,11,Exec-managerial,0,0,United-States,Leo
26,Private,Some-college,10,Craft-repair,0,0,United-States,Leo
80,Never-worked,Masters,6,Protective-serv,152308,84701,Laos,Capricorn
42,Private,5th-6th,3,Adm-clerical,0,0,El-Salvador,Leo
93,Federal-gov,Masters,16,Adm-clerical,293710,120679,South,Sagittarius
32,Private,HS-grad,9,Craft-repair,2407,0,United-States,Pisces
56,Private,10th,6,Other-service,265416,0,Cuba,Gemini
61,State-gov,12th,8,Craft-repair,0,0,United-States,Leo
43,Private,10th,6,Machine-op-inspct,210079,1887,United-States,Sagittarius
43,Private,Some-college,10,Adm-clerical,0,0,United-States,Capricorn
39,Private,Bachelors,13,Sales,0,0,United-States,Cancer
48,Private,11th,7,Transport-moving,0,2002,United-States,Cancer
41,Private,Masters,14,Exec-managerial,0,0,United-States,Taurus
32,Private,HS-grad,9,Prof-specialty,0,0,United-States,Capricorn
36,Private,11th,7,Craft-repair,0,0,United-States,Sagittarius
38,Private,11th,7,Craft-repair,0,0,United-States,Virgo
54,Local-gov,HS-grad,9,Craft-repair,0,0,United-States,Cancer
28,Private,HS-grad,9,Other-service,0,0,United-States,Leo
41,Private,HS-grad,9,Adm-clerical,0,0,United-States,Capricorn
28,Self-emp-not-inc,Some-college,10,Craft-repair,0,0,United-States,Gemini
66,?,Bachelors,13,?,260246,0,United-States,Scorpio
33,Private,Some-college,10,Adm-clerical,0,0,United-States,Capricorn
32,Private,Some-college,10,Machine-op-inspct,0,0,United-States,Taurus
35,Local-gov,HS-grad,9,Protective-serv,0,0,United-States,Cancer
26,Private,HS-grad,9,Machine-op-inspct,0,0,United-States,Libra
43,Federal-gov,Assoc-acdm,12,Prof-specialty,0,0,United-States,Scorpio
39,Private,Bachelors,13,Prof-specialty,0,0,United-States,Scorpio
49,Private,7th-8th,4,Craft-repair,0,0,United-States,Taurus
30,?,Some-college,10,?,0,0,United-States,Pisces
45,Private,Assoc-voc,11,Sales,0,1977,United-States,Cancer
53,Private,5th-6th,3,Other-service,0,0,Italy,Pisces
26,Private,Bachelors,13,Sales,0,0,South,Gemini
31,Private,HS-grad,9,Craft-repair,0,0,United-States,Pisces
51,Self-emp-inc,Bachelors,13,Exec-managerial,15024,0,United-States,Gemini
27,Private,5th-6th,3,Priv-house-serv,0,0,England,Leo
31,Private,12th,8,Handlers-cleaners,205593,0,?,Gemini
69,Self-emp-not-inc,HS-grad,9,Tech-support,0,0,United-States,Capricorn
42,Private,HS-grad,9,Craft-repair,0,0,United-States,Leo
39,Private,Assoc-acdm,12,Other-service,0,0,United-States,Pisces
50,State-gov,Bachelors,13,Exec-managerial,0,0,United-States,Leo
90,Private,10th,6,Exec-managerial,0,0,United-States,Leo
21,Private,HS-grad,9,Handlers-cleaners,0,0,United-States,Gemini
47,Private,HS-grad,9,Transport-moving,0,0,United-States,Aquarius
24,Private,HS-grad,9,Machine-op-inspct,0,0,United-States,Virgo
50,Private,Masters,14,Exec-managerial,0,1485,United-States,Pisces
39,Private,Assoc-acdm,12,Exec-managerial,1506,0,United-States,Sagittarius
60,Private,HS-grad,9,Sales,0,0,United-States,Capricorn
38,Private,Some-college,10,Prof-specialty,0,0,Germany,Pisces
34,Private,Some-college,10,Sales,0,0,United-States,Scorpio
39,Self-emp-not-inc,HS-grad,9,Other-service,0,0,United-States,Leo
34,Private,Some-college,10,Craft-repair,0,0,United-States,Leo
34,Private,HS-grad,9,Craft-repair,0,1573,United-States,Sagittarius
35,Private,Some-college,10,Prof-specialty,0,0,United-States,Taurus
36,Private,Bachelors,13,Exec-managerial,0,10996,United-States,Gemini
57,Private,HS-grad,9,Exec-managerial,0,0,United-States,Aquarius
32,Private,HS-grad,9,Craft-repair,0,0,United-States,Scorpio
33,Private,HS-grad,9,Transport-moving,0,0,United-States,Leo
44,Private,10th,6,Adm-clerical,0,0,United-States,Libra
41,Self-emp-not-inc,Assoc-voc,11,Farming-fishing,0,0,United-States,Pisces
34,Self-emp-not-inc,HS-grad,9,Transport-moving,0,0,Mexico,Capricorn
38,Federal-gov,Some-college,10,Other-service,0,0,United-States,Gemini
39,Private,Bachelors,13,Prof-specialty,0,1902,United-States,Sagittarius
45,Private,Some-college,10,Adm-clerical,0,0,United-States,Gemini
23,Private,HS-grad,9,Craft-repair,0,0,United-States,Sagittarius
30,Private,Some-college,10,Tech-support,0,0,United-States,Capricorn
22,Private,HS-grad,9,Adm-clerical,0,0,United-States,Leo
58,Private,HS-grad,9,Tech-support,4787,0,United-States,Leo
33,Private,HS-grad,9,Sales,0,0,United-States,Taurus
54,Private,HS-grad,9,Transport-moving,0,0,United-States,Aquarius
47,Self-emp-inc,Bachelors,13,Sales,0,0,United-States,Sagittarius
53,Private,Bachelors,13,Exec-managerial,0,0,United-States,Pisces
26,Private,Some-college,10,Craft-repair,0,0,United-States,Cancer
51,Federal-gov,HS-grad,9,Transport-moving,7688,0,United-States,Sagittarius
47,Private,HS-grad,9,Craft-repair,0,0,United-States,Aquarius
21,Private,9th,5,Transport-moving,0,0,United-States,Libra
39,Local-gov,Assoc-acdm,12,Transport-moving,225588,0,United-States,Scorpio
41,Private,HS-grad,9,Craft-repair,0,0,United-States,Virgo
47,Private,HS-grad,9,Craft-repair,0,0,United-States,Sagittarius
33,Private,HS-grad,9,Craft-repair,0,0,United-States,Scorpio
30,Private,Bachelors,13,Sales,0,0,United-States,Virgo
64,Federal-gov,HS-grad,9,Prof-specialty,0,0,United-States,Leo
27,Private,Bachelors,13,Craft-repair,0,0,United-States,Aquarius
64,?,HS-grad,9,?,0,0,United-States,Pisces
56,Private,HS-grad,9,Sales,0,0,Mexico,Capricorn
55,Private,HS-grad,9,Adm-clerical,0,0,United-States,Virgo
62,Private,HS-grad,9,Craft-repair,0,0,United-States,Cancer
37,Local-gov,Bachelors,13,Tech-support,0,0,United-States,Libra
35,Self-emp-not-inc,Masters,14,Exec-managerial,7688,0,United-States,Leo
39,Private,HS-grad,9,Handlers-cleaners,253382,0,United-States,Libra
27,Private,HS-grad,9,Exec-managerial,0,0,United-States,Sagittarius
30,Private,Some-college,10,Sales,0,0,United-States,Capricorn
31,Private,Bachelors,13,Exec-managerial,0,0,United-States,Virgo
37,Self-emp-not-inc,Prof-school,15,Prof-specialty,99999,0,United-States,Cancer
23,Private,HS-grad,9,Exec-managerial,0,0,United-States,Taurus
36,Private,Bachelors,13,Exec-managerial,0,10565,United-States,Gemini
33,Private,HS-grad,9,Transport-moving,0,0,United-States,Capricorn
40,Private,HS-grad,9,Exec-managerial,0,0,United-States,Scorpio
48,Private,HS-grad,9,Prof-specialty,7298,0,United-States,Taurus
37,Self-emp-not-inc,Masters,1,Tech-support,265357,160791,India,Taurus
38,Private,Some-college,10,Sales,0,0,United-States,Scorpio
51,Private,10th,6,Craft-repair,0,0,United-States,Sagittarius
31,Private,HS-grad,9,Other-service,0,0,United-States,Aquarius
45,Private,HS-grad,9,Sales,298900,0,United-States,Gemini
37,Self-emp-not-inc,Bachelors,13,Sales,0,0,Canada,Sagittarius
46,Self-emp-not-inc,HS-grad,9,Other-service,0,0,United-States,Scorpio
81,Self-emp-not-inc,Bachelors,13,Prof-specialty,0,1668,Hungary,Leo
55,Private,HS-grad,9,Sales,218040,0,United-States,Leo
32,Self-emp-inc,HS-grad,9,Craft-repair,99999,0,United-States,Cancer
46,Federal-gov,Some-college,10,Adm-clerical,0,0,United-States,Pisces
55,Private,HS-grad,9,Other-service,0,0,United-States,Scorpio
46,Private,HS-grad,9,Sales,0,0,United-States,Capricorn
45,Private,Bachelors,13,Exec-managerial,0,10073,United-States,Capricorn
58,Private,HS-grad,9,Craft-repair,0,0,United-States,Capricorn
29,Federal-gov,Bachelors,13,Exec-managerial,281341,0,United-States,Scorpio
63,Self-emp-not-inc,Assoc-voc,11,Farming-fishing,0,0,United-States,Cancer
43,State-gov,HS-grad,9,Craft-repair,0,0,United-States,Sagittarius
48,Private,Some-college,10,Sales,3103,0,United-States,Cancer
43,Private,Assoc-acdm,12,Exec-managerial,0,0,United-States,Sagittarius
23,Private,Bachelors,13,Sales,0,0,United-States,Taurus
24,Private,Some-college,10,Sales,0,0,United-States,Taurus
41,Private,HS-grad,9,Adm-clerical,266981,0,United-States,Cancer
47,Self-emp-inc,Some-college,10,Farming-fishing,0,0,United-States,Taurus
41,Private,Some-college,10,Craft-repair,7298,0,United-States,Cancer
72,Private,HS-grad,9,Other-service,0,0,United-States,Cancer
47,Private,Some-college,10,Transport-moving,0,0,Outlying-US(Guam-USV,Virgo
43,Private,Bachelors,13,Exec-managerial,0,13905,United-States,Leo
23,Private,HS-grad,9,Handlers-cleaners,0,0,?,Scorpio
22,Private,Some-college,10,Adm-clerical,0,0,United-States,Sagittarius
30,Private,HS-grad,9,Priv-house-serv,0,0,Guatemala,Taurus
47,Self-emp-not-inc,Some-college,10,Other-service,0,0,United-States,Aquarius
37,State-gov,Some-college,10,Craft-repair,0,0,United-States,Capricorn
40,Private,HS-grad,9,Machine-op-inspct,0,0,United-States,Gemini
46,Private,Bachelors,13,Transport-moving,0,0,?,Taurus
21,Private,Some-college,10,Sales,0,0,United-States,Leo
43,Private,HS-grad,9,Craft-repair,0,0,United-States,Pisces
43,Private,Some-college,10,Sales,7688,0,United-States,Aquarius
36,State-gov,HS-grad,9,Protective-serv,0,0,United-States,Aquarius
67,Private,HS-grad,9,Other-service,0,0,United-States,Taurus
67,Self-emp-inc,HS-grad,9,Transport-moving,0,0,United-States,Libra
43,Private,HS-grad,9,Craft-repair,0,0,United-States,Leo
47,Private,HS-grad,9,Handlers-cleaners,0,0,?,Aquarius
25,Private,Bachelors,13,Exec-managerial,0,0,United-States,Leo
45,Private,HS-grad,9,Craft-repair,0,0,United-States,Sagittarius
58,Self-emp-not-inc,HS-grad,9,Farming-fishing,0,0,United-States,Virgo
66,Self-emp-not-inc,9th,5,Farming-fishing,0,0,United-States,Scorpio
28,Private,HS-grad,9,Craft-repair,247140,0,United-States,Cancer
46,Private,Assoc-voc,11,Tech-support,0,0,United-States,Cancer
38,Private,Masters,14,Prof-specialty,0,13670,United-States,Libra
28,Private,10th,6,Handlers-cleaners,0,0,United-States,Pisces
59,State-gov,HS-grad,9,Sales,0,0,United-States,Libra
32,Local-gov,HS-grad,9,Craft-repair,0,0,United-States,Pisces
28,Private,HS-grad,9,Transport-moving,0,0,United-States,Capricorn
47,Private,Assoc-voc,11,Other-service,0,13604,United-States,Cancer
63,?,HS-grad,9,?,0,0,United-States,Libra
25,State-gov,Bachelors,13,Other-service,2597,0,United-States,Scorpio
52,Private,Some-college,10,Exec-managerial,15024,0,United-States,Cancer
40,Private,Bachelors,13,Farming-fishing,0,0,United-States,Leo
56,Private,Bachelors,13,Exec-managerial,283252,0,United-States,Capricorn
44,State-gov,Bachelors,13,Protective-serv,0,13732,United-States,Gemini
53,Private,Bachelors,13,Craft-repair,0,0,United-States,Scorpio
26,Local-gov,Bachelors,13,Prof-specialty,280830,2339,United-States,Aquarius
22,Federal-gov,Some-college,10,Adm-clerical,0,0,United-States,Sagittarius
51,Self-emp-not-inc,Some-college,10,Craft-repair,0,0,United-States,Cancer
27,Local-gov,Assoc-voc,11,Protective-serv,0,0,United-States,Pisces
43,State-gov,Some-college,10,Exec-managerial,0,0,United-States,Scorpio
56,Private,HS-grad,9,Adm-clerical,0,1617,United-States,Leo
60,?,Bachelors,13,?,0,0,United-States,Gemini
49,Self-emp-not-inc,Some-college,10,Exec-managerial,0,0,United-States,Pisces
50,Private,Assoc-voc,11,Other-service,0,0,United-States,Cancer
23,Private,Assoc-acdm,12,Adm-clerical,0,0,United-States,Capricorn
61,Private,HS-grad,9,Craft-repair,0,0,United-States,Scorpio
22,State-gov,Some-college,10,Prof-specialty,0,0,United-States,Aquarius
25,?,11th,7,?,0,0,United-States,Sagittarius
46,Self-emp-not-inc,Masters,14,Exec-managerial,0,0,United-States,Leo
34,Private,HS-grad,9,Prof-specialty,0,0,United-States,Aquarius
22,Private,Assoc-voc,11,Adm-clerical,0,0,United-States,Libra
53,Federal-gov,Some-college,10,Prof-specialty,0,0,United-States,Pisces
25,Self-emp-not-inc,HS-grad,9,Other-service,227576,0,United-States,Taurus
40,Local-gov,Prof-school,15,Prof-specialty,0,0,United-States,Leo
38,Private,Some-college,10,Craft-repair,0,0,United-States,Gemini
43,Local-gov,HS-grad,9,Farming-fishing,0,0,United-States,Gemini
38,Private,Masters,14,Exec-managerial,0,0,?,Sagittarius
58,Local-gov,9th,5,Other-service,0,0,United-States,Scorpio
41,Private,HS-grad,9,Machine-op-inspct,0,0,United-States,Virgo
45,Self-emp-not-inc,Some-college,10,Transport-moving,0,0,United-States,Cancer
23,Private,Some-college,10,Adm-clerical,0,0,United-States,Sagittarius
33,Private,HS-grad,9,Machine-op-inspct,99999,0,United-States,Capricorn
40,Private,Bachelors,13,Exec-managerial,0,0,United-States,Sagittarius
33,Private,HS-grad,9,Sales,0,1977,United-States,Scorpio
46,Private,HS-grad,9,Craft-repair,0,0,United-States,Taurus
34,Private,Assoc-acdm,12,Sales,0,0,United-States,Aquarius
32,Private,HS-grad,9,Craft-repair,0,1672,United-States,Taurus
23,Private,HS-grad,9,Machine-op-inspct,0,0,United-States,Sagittarius
44,Self-emp-not-inc,HS-grad,9,Sales,0,0,United-States,Aquarius
24,State-gov,Bachelors,13,Adm-clerical,0,12787,United-States,Aquarius
33,Private,10th,6,Handlers-cleaners,0,0,United-States,Gemini
40,Private,Some-college,10,Exec-managerial,0,0,United-States,Virgo
33,Private,Bachelors,13,Exec-managerial,0,11791,United-States,Capricorn
54,Private,Some-college,10,Other-service,260606,0,United-States,Cancer
29,?,HS-grad,9,?,0,0,United-States,Capricorn
43,Private,Bachelors,13,Craft-repair,0,0,United-States,Scorpio
32,Private,HS-grad,9,Sales,0,0,United-States,Libra
23,Private,11th,7,Craft-repair,240886,0,United-States,Aquarius
41,State-gov,Masters,14,Prof-specialty,0,0,United-States,Gemini
39,Private,HS-grad,9,Transport-moving,0,0,United-States,Virgo
